age,Graduated,marital,Profession,defaulter,loan,CustGender,state,Transaction mount,CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
35,No,single,Healthcare,unknown,no,M,California,32,4650.59,68,12,free,little,little,10623,30,car,3,3,72,2173,5,Low,1
35,No,single,Healthcare,unknown,yes,M,California,65,1867210.51,76,11,own,little,NA,1935,12,Home loan,4,1,21,11330,7,Low,3
35,Yes,married,Artist,no,no,M,California,68,132699.5,109,65,own,little,moderate,1424,12,domestic appliances,5,1,75,23486,13,Low,3
36,Yes,single,Doctor,no,no,F,Illinois,84,28710.33,101,61,own,little,little,6568,24,business,5,3,81,23238,11,Low,3
35,No,single,Engineer,unknown,no,M,Massachusetts,71,6130.16,107,32,own,rich,NA,1413,12,car,7,12,10,24423,,Average,2
36,Yes,single,Engineer,no,no,F,Nebraska,78,46936.18,102,79,own,NA,NA,3074,9,Home Appliances,2,0,93,22797,13,Low,2
55,Yes,divorced,Artist,no,no,M,Texas,76,84.91,99,66,own,NA,NA,3835,36,Home Appliances,2,2,16,17444,10,Low,3
59,No,married,Marketing,no,no,F,Washington,56,13279.12,61,50,own,little,little,5293,27,business,3,2,86,4336,4,Low,3
57,No,married,Lawyer,unknown,no,F,Wisconsin,93,85722.72,105,56,own,little,rich,1908,30,business,2,3,37,21642,12,High,3
39,Yes,married,Doctor,unknown,no,M,Arizona,90,10.5,113,63,own,NA,NA,3342,36,Home Appliances,3,2,71,21580,12,Average,5
39,No,married,Healthcare,unknown,no,M,California,60,108913.62,65,30,own,NA,moderate,932,6,education,6,2,64,1725,0,Low,5
30,Yes,single,Doctor,no,no,F,California,109,5117.84,119,82,own,little,little,3104,18,business,3,3,6,23086,14,Average,2
30,No,single,Doctor,no,yes,M,California,86,21457.34,109,41,own,little,rich,3913,36,Home Appliances,4,2,92,23632,,Average,2
50,No,married,Executive,unknown,no,M,California,91,17920.6,109,64,rent,little,little,3021,24,Home loan,3,3,29,20780,,High,2
40,Yes,married,,no,no,M,California,55,45812.85,103,50,own,little,NA,1364,10,car,3,1,34,22567,12,Low,3
35,,married,Artist,no,no,M,Illinois,60,5795.3,75,,own,little,moderate,625,12,Home Appliances,7,1,13,1516,7,Low,2
43,Yes,married,Engineer,unknown,no,M,Massachusetts,77,76385.67,119,63,rent,NA,little,1200,12,education,7,2,92,20197,12,Average,4
36,Yes,single,Artist,unknown,no,M,Nebraska,89,1730.3,102,62,own,little,NA,707,12,Home Appliances,3,2,43,20379,10,Low,3
46,No,married,Healthcare,unknown,no,F,Texas,37,16431.3,61,50,own,NA,NA,2978,24,business,1,2,35,4692,4,Low,2
40,No,married,Homemaker,no,no,M,Washington,31,2.87,72,45,own,little,NA,4657,15,car,6,3,35,1567,6,Low,6
58,No,married,Engineer,no,no,M,Wisconsin,35,26413.93,71,21,own,little,NA,2613,36,repairs,6,2,65,3339,,Low,3
42,Yes,married,Artist,no,no,F,Arizona,100,801229.49,113,74,own,rich,moderate,10961,48,Home Appliances,5,3,99,22669,13,Average,5
35,Yes,single,Healthcare,no,no,M,California,88,5407.86,105,68,free,little,little,7865,12,Home loan,4,0,79,21727,11,Low,2
43,No,married,Marketing,unknown,no,M,California,54,4044.37,73,23,own,little,NA,1478,9,Home Appliances,7,3,76,3045,7,Low,3
45,Yes,married,Healthcare,no,yes,F,California,51,36278.83,103,66,free,little,little,3149,24,Home loan,0,0,77,24689,,Low,3
39,No,married,Lawyer,no,no,M,California,89,344.25,102,57,own,little,rich,4210,36,Home Appliances,4,3,89,22222,,High,2
50,No,divorced,Healthcare,no,no,M,California,63,3875.77,82,22,free,quite rich,NA,2507,9,car,4,6,72,18027,9,Low,2
32,Yes,divorced,Lawyer,unknown,no,M,California,107,121747.74,148,91,own,moderate,NA,2141,12,Home Appliances,3,6,8,31522,10,High,1
39,No,married,Healthcare,unknown,no,F,Illinois,60,40366.35,59,34,own,little,moderate,866,18,Home Appliances,1,1,90,4768,3,Low,4
52,Yes,married,Artist,unknown,no,M,Massachusetts,76,15693.31,88,54,own,little,NA,1544,4,Home Appliances,7,3,83,12564,9,Low,4
44,No,married,Healthcare,no,no,M,Nebraska,34,44164.97,56,48,own,little,little,1823,24,Home Appliances,6,0,75,4525,0,Low,3
56,No,married,Healthcare,no,no,F,Texas,36,121821.27,51,28,own,NA,moderate,14555,6,car,0,2,18,2680,5,Low,3
48,Yes,married,,no,no,F,Washington,71,167.1,71,56,rent,moderate,moderate,2767,21,business,5,3,27,3376,10,Low,5
33,No,married,Lawyer,unknown,yes,M,Wisconsin,71,6209.42,93,64,own,little,NA,1291,12,Home Appliances,3,1,72,6756,12,High,2
43,Yes,married,Artist,unknown,yes,M,Arizona,69,930.8,74,60,own,little,little,2522,30,Home Appliances,4,2,64,3940,9,Low,4
57,No,married,Executive,no,no,M,California,94,25296.5,119,54,own,NA,little,915,24,car,7,1,67,20814,12,High,3
36,Yes,single,Artist,no,no,F,California,80,20422.76,125,78,own,little,NA,1595,6,Home Appliances,2,0,43,22734,14,Average,2
34,Yes,married,Healthcare,no,no,F,California,106,15147.88,135,73,free,little,little,4605,48,car,3,4,57,34021,13,High,6
34,Yes,single,Artist,no,no,F,California,110,2257.58,123,87,own,little,NA,1185,12,business,0,0,17,20651,13,Average,2
30,Yes,married,Artist,unknown,no,M,California,67,5724.5,80,70,own,quite rich,NA,3447,12,education,6,7,39,18043,8,Low,4
33,Yes,divorced,Entertainment,no,no,F,California,74,78122.46,96,79,own,little,NA,1258,24,business,5,2,0,7183,12,Low,3
32,No,single,Doctor,no,no,F,California,48,324551.5,67,6,own,little,NA,717,12,Home Appliances,4,3,29,4101,3,Low,2
36,Yes,single,Artist,no,no,M,Illinois,90,362200.72,108,78,rent,moderate,NA,1204,6,car,4,8,21,22258,11,Low,2
36,Yes,single,Artist,no,yes,F,Massachusetts,85,41268.37,99,73,own,little,rich,1925,24,Home loan,2,1,5,18158,14,Low,3
33,No,single,Engineer,no,no,F,Nebraska,32,22802.23,76,9,rent,little,NA,433,18,Home Appliances,5,0,79,6842,6,Low,1
40,No,divorced,Engineer,no,no,M,Texas,57,13996.1,87,25,own,rich,little,666,6,car,6,9,64,18921,10,Low,2
41,Yes,married,Doctor,no,no,F,Washington,59,48587.19,98,64,own,little,rich,2251,12,Home loan,0,1,92,7460,10,Low,3
51,No,married,Artist,no,no,M,Wisconsin,52,174684.91,90,59,own,little,moderate,2150,30,car,7,1,72,11971,,Average,3
36,Yes,married,Lawyer,no,no,F,Arizona,100,7948.27,131,84,own,moderate,NA,4151,24,Home loan,7,4,71,31559,12,High,3
28,No,married,Engineer,no,no,M,California,43,155684.44,61,40,own,NA,moderate,2030,9,Home loan,6,3,19,1515,3,Low,3
53,No,married,Lawyer,no,yes,F,California,75,17555.91,99,50,own,NA,moderate,7418,60,Home Appliances,0,0,63,9707,10,Average,2
58,No,married,Executive,unknown,no,F,California,43,168034.54,61,42,own,little,NA,2684,24,Home Appliances,3,2,48,1569,,Low,4
45,No,married,Homemaker,no,yes,F,California,36,4459.73,62,46,free,little,little,2149,12,Home Appliances,3,0,87,4395,3,Low,3
43,Yes,married,Artist,no,no,M,California,58,9236.65,76,57,own,moderate,NA,3812,15,car,5,6,66,7918,9,Low,3
33,No,married,Executive,no,yes,M,California,75,13592.65,120,51,own,moderate,NA,1154,11,Home Appliances,5,4,89,21358,10,High,6
33,Yes,married,Artist,no,yes,M,California,88,134969.65,92,71,own,little,little,1657,12,Home loan,5,2,62,17478,10,Average,6
27,Yes,single,Doctor,no,unknown,M,Illinois,80,7967.47,106,68,own,little,little,1603,24,Home Appliances,2,1,31,21810,10,Low,3
42,No,married,Lawyer,no,no,M,Massachusetts,82,444234.73,110,67,free,little,little,5302,18,car,5,2,25,20823,12,High,6
43,No,divorced,Engineer,no,no,M,Nebraska,67,16369.59,61,12,free,little,NA,2748,12,education,2,1,46,2177,,Low,2
42,No,married,Homemaker,no,no,F,Texas,46,9158.59,67,37,own,little,NA,1231,10,car,5,0,32,1892,1,Low,3
27,No,single,Entertainment,no,no,M,Washington,85,1318.31,129,76,own,little,moderate,802,15,Home Appliances,4,3,79,33082,10,High,3
34,Yes,single,Artist,no,no,M,Wisconsin,87,1629.89,105,72,own,NA,NA,6304,36,business,3,3,93,23888,12,Low,1
31,Yes,single,Artist,unknown,no,F,Arizona,87,7211.41,122,76,own,little,NA,1533,24,Home Appliances,0,3,98,23216,13,Average,3
54,Yes,divorced,Entertainment,no,no,M,California,70,17146.97,96,78,own,little,little,8978,14,car,2,1,49,11680,11,Low,3
40,Yes,married,Artist,unknown,no,F,California,54,31369.53,109,63,own,NA,NA,999,24,Home Appliances,0,1,98,20282,10,Low,6
52,Yes,married,Entertainment,unknown,no,M,California,72,10266.36,101,59,own,NA,NA,2662,18,car,3,2,51,22388,13,Low,3
47,Yes,divorced,Doctor,no,no,M,California,77,1426.19,109,62,rent,quite rich,NA,1402,12,Home loan,7,5,66,22934,14,Low,3
49,No,married,Entertainment,unknown,no,M,California,82,10016.68,104,61,free,NA,moderate,12169,48,car,4,0,21,24197,14,High,5
32,Yes,single,Artist,no,no,M,California,73,394220.21,99,63,own,little,moderate,3060,48,Home Appliances,3,0,44,17232,10,Low,1
49,Yes,single,Artist,unknown,yes,M,California,108,16475.24,104,79,own,little,little,11998,30,repairs,3,3,4,20923,14,Average,3
50,Yes,married,Lawyer,unknown,no,F,Illinois,105,56450.72,132,78,own,little,NA,2697,9,Home Appliances,2,4,81,34300,14,High,2
34,Yes,married,Executive,no,no,F,Massachusetts,100,56736.02,134,83,own,little,NA,2404,18,Home Appliances,2,3,51,34766,14,High,3
55,Yes,married,Artist,unknown,no,F,Nebraska,76,4341.39,95,68,own,NA,little,1262,12,Home loan,1,0,47,6678,14,Low,5
47,No,single,Engineer,no,no,M,Texas,65,181.22,78,17,own,little,NA,4611,6,Home loan,3,3,26,13861,10,Low,2
51,No,married,Healthcare,no,no,F,Washington,46,46278.49,65,49,rent,moderate,NA,1901,24,Home Appliances,5,3,17,3366,2,Low,2
47,Yes,married,Executive,no,no,M,Wisconsin,84,38506.22,105,60,rent,rich,NA,3368,15,car,3,8,39,21257,11,Average,2
56,Yes,married,Marketing,no,no,F,Arizona,99,28012.42,138,83,own,little,NA,1574,12,Home loan,4,3,81,33342,12,High,4
53,Yes,married,Artist,no,no,M,California,72,100780.55,90,71,own,NA,rich,1445,18,Home Appliances,4,3,95,15058,11,Average,2
36,Yes,married,Artist,no,no,F,California,53,36724.28,105,66,own,NA,NA,1520,15,Home loan,0,0,88,22707,12,Low,4
42,Yes,divorced,Healthcare,no,no,M,California,90,78479.33,103,65,own,moderate,moderate,3878,24,car,3,6,29,23225,11,Low,1
44,Yes,divorced,Artist,no,no,M,California,74,28185.38,106,65,own,little,little,10722,47,car,4,0,46,23661,10,Low,2
39,Yes,married,Entertainment,no,no,M,California,79,8585.51,91,61,own,little,little,4788,48,car,7,1,0,7908,13,Low,3
37,Yes,single,Healthcare,no,yes,M,California,81,462.12,91,80,free,moderate,moderate,7582,48,vacation/others,7,8,92,14761,14,Low,2
60,No,married,Marketing,unknown,no,M,California,47,390.04,80,31,own,little,moderate,1092,12,Home Appliances,4,3,63,8403,7,Low,6
36,Yes,married,Engineer,no,no,F,California,81,71403.21,115,62,own,little,little,1024,24,Home Appliances,3,1,45,23862,14,Average,5
42,,divorced,Entertainment,no,no,M,Illinois,52,52608.41,92,,own,little,NA,1076,12,business,3,3,46,11099,,Low,1
31,No,married,Doctor,no,yes,M,Massachusetts,57,30809.31,70,37,rent,little,moderate,9398,36,car,4,3,43,4684,8,Low,4
53,No,divorced,Artist,unknown,yes,M,Nebraska,37,25419.25,73,2,free,little,little,6419,24,car,3,0,65,1660,,Low,2
45,No,married,Engineer,no,no,F,Texas,50,184680.72,56,49,free,little,rich,4796,42,car,2,1,56,2852,4,Low,4
37,No,single,Entertainment,no,no,M,Washington,33,7486.12,63,1,own,NA,NA,7629,48,business,2,2,61,3667,3,Low,3
47,Yes,married,Executive,no,no,M,Washington,92,63.58,119,89,own,little,moderate,9960,48,Home loan,4,1,45,23600,10,High,4
49,No,divorced,Engineer,no,yes,F,Wisconsin,30,82130.58,71,26,rent,NA,NA,4675,12,car,5,3,66,1590,10,Low,3
36,No,married,Doctor,no,no,M,Arizona,60,32511.6,58,42,own,NA,NA,1287,10,car,7,1,46,4693,5,Low,4
35,Yes,divorced,Artist,no,no,M,California,100,7336.76,141,92,own,little,NA,2515,18,Home loan,3,3,92,28174,12,High,2
38,Yes,married,Entertainment,unknown,no,M,California,96,60659.23,104,80,own,rich,moderate,2745,21,Home loan,4,9,54,20141,13,Average,2
38,Yes,single,Entertainment,unknown,no,F,California,90,25471.44,119,70,own,little,NA,672,6,car,0,1,46,21748,,Average,1
50,Yes,divorced,Healthcare,unknown,yes,M,California,76,72118.89,104,67,own,little,moderate,3804,36,Home Appliances,2,0,6,24531,,Low,2
59,Yes,married,Healthcare,unknown,no,M,California,50,133.8,73,66,own,NA,rich,1344,24,car,5,3,3,2314,8,Low,2
43,No,married,Healthcare,no,no,M,California,56,150501.26,51,23,own,little,little,1038,10,car,3,3,61,2727,2,Low,2
42,Yes,married,Lawyer,no,no,M,California,119,951.07,125,75,free,quite rich,NA,10127,48,car,10,7,27,24344,12,High,5
40,Yes,married,Marketing,unknown,no,M,California,95,5393.9,111,87,own,rich,NA,1543,6,Home loan,4,10,77,22603,,High,2
46,Yes,married,Artist,unknown,no,M,Illinois,91,96798.63,117,69,own,NA,NA,4811,30,car,4,0,85,23828,12,Average,5
57,No,divorced,Doctor,no,yes,M,Massachusetts,71,5950.17,84,58,own,moderate,little,727,12,Home Appliances,4,6,100,14851,10,Average,1
42,No,married,Engineer,no,no,M,Nebraska,80,9464.85,102,50,free,little,moderate,1237,8,Home loan,3,1,100,22768,10,Average,5
41,No,married,Engineer,no,no,M,Texas,57,342.98,86,54,free,little,moderate,276,9,car,3,0,12,14408,,Average,3
54,No,divorced,Executive,no,no,F,Utah,63,2540.13,78,14,free,NA,moderate,5381,48,vacation/others,3,1,86,8564,8,Low,1
27,Yes,single,Engineer,no,no,F,Washington,89,17907.01,121,70,own,moderate,NA,5511,24,Home loan,1,5,23,23245,13,Average,1
36,No,married,Lawyer,no,no,M,Washington,49,9.57,56,43,rent,little,rich,3749,24,Home loan,5,0,54,3101,,Low,5
58,No,married,Executive,unknown,no,M,Wisconsin,81,137410.23,115,61,own,little,moderate,685,12,car,6,0,63,22269,10,High,3
40,No,married,Doctor,unknown,no,F,Arizona,42,812.53,74,34,own,NA,rich,1494,4,car,2,0,66,1956,9,Low,2
34,Yes,single,Lawyer,unknown,no,M,California,87,177950.63,106,73,rent,little,little,2746,36,Home loan,3,1,16,22973,11,Low,1
33,No,divorced,Homemaker,no,no,M,California,66,5802.91,74,13,rent,little,little,708,12,Home loan,4,2,99,4053,9,Low,1
56,Yes,married,Artist,no,no,M,California,75,6090.05,72,59,own,NA,moderate,4351,24,Home loan,7,2,49,1744,10,Low,2
42,No,married,Marketing,no,no,M,California,55,17761.95,56,48,own,little,NA,701,12,education,5,1,24,4083,5,Low,3
43,No,married,Healthcare,no,no,F,California,33,9643.67,65,34,rent,little,little,3643,15,Home loan,3,3,85,1992,5,Low,4
54,Yes,single,Engineer,no,no,M,California,114,43114.86,129,99,own,little,moderate,4249,30,car,3,1,66,34443,13,High,2
53,Yes,single,Lawyer,no,yes,M,California,77,176012.36,97,68,own,little,little,1938,24,Home Appliances,2,3,53,7367,12,Low,1
42,No,single,Healthcare,no,no,M,California,44,10498.91,72,16,own,little,little,2910,24,car,4,0,12,3066,,Low,2
40,Yes,married,Doctor,unknown,no,F,California,50,179659.4,73,66,free,rich,little,2659,18,Home loan,4,2,8,2001,8,Low,2
54,Yes,married,Artist,no,yes,M,California,75,541701.53,93,62,own,little,NA,1028,18,car,5,0,20,6579,12,Low,2
40,Yes,single,Artist,no,no,M,California,79,161886.6,92,74,own,little,little,3398,8,car,2,3,95,5863,12,Low,1
26,No,single,Engineer,no,no,M,Illinois,68,21700.36,88,12,rent,NA,NA,5801,12,Home loan,2,0,70,16481,6,Low,3
33,No,married,Engineer,no,no,F,Massachusetts,60,9372.35,70,41,rent,rich,NA,1525,24,car,2,2,50,2510,8,Average,6
35,Yes,married,Healthcare,unknown,no,F,Nebraska,76,55878.83,105,58,own,little,rich,4473,36,Home Appliances,2,3,25,20377,14,Low,4
36,Yes,married,Artist,no,no,M,Texas,80,32.83,105,72,own,little,moderate,1068,6,Home Appliances,5,3,20,21446,12,Average,6
29,Yes,single,Engineer,no,no,M,Utah,107,9.68,103,87,own,little,little,6615,24,car,4,2,60,20383,14,Average,1
36,No,married,Engineer,no,no,M,Washington,56,42734.8,74,49,own,moderate,NA,1864,18,education,7,7,41,4730,,Low,2
35,No,married,Healthcare,no,no,M,Washington,49,22.81,65,50,rent,moderate,moderate,7408,60,car,10,4,11,4871,0,Low,2
50,Yes,single,Artist,no,yes,M,Wisconsin,89,111181.72,102,88,own,moderate,NA,11590,48,car,5,6,73,20618,14,Average,1
46,Yes,married,Entertainment,unknown,no,M,Arizona,62,11162.85,90,51,own,little,little,4110,24,Home loan,5,2,48,19971,12,Low,5
49,No,married,Healthcare,no,no,M,California,42,42160.52,77,39,own,little,little,3384,6,Home loan,5,3,27,6683,10,Low,6
42,No,single,Healthcare,unknown,no,M,California,34,624345.66,83,18,own,little,moderate,2101,13,Home Appliances,3,2,65,6071,6,Low,3
36,Yes,single,Healthcare,no,yes,M,California,70,645317.85,98,72,own,NA,little,1275,15,domestic appliances,2,1,68,11982,10,Low,2
55,Yes,married,Doctor,unknown,no,M,California,65,88207.21,92,66,rent,little,little,4169,24,Home loan,3,1,69,18215,10,Low,2
41,Yes,married,Artist,unknown,no,M,California,100,6826.87,108,71,own,little,moderate,1521,10,Home loan,6,0,34,21132,13,Average,2
57,Yes,married,Artist,unknown,no,M,California,51,13630.73,81,51,own,little,moderate,5743,24,education,4,0,73,17303,9,Low,2
32,No,single,Entertainment,no,no,M,California,90,2643.71,85,50,free,little,little,3599,21,Home loan,2,3,71,9574,7,Average,1
49,No,married,Artist,no,no,F,California,31,54843.8,80,40,own,quite rich,moderate,3213,18,Home Appliances,0,3,39,12042,6,Low,5
57,Yes,married,Engineer,unknown,no,F,California,58,30858.02,94,63,own,little,moderate,4439,18,business,0,3,21,14255,12,Low,2
58,No,divorced,Healthcare,no,no,F,California,66,6752.89,85,24,own,little,rich,3949,10,car,0,3,76,6349,7,Low,1
52,Yes,married,Lawyer,no,no,M,California,77,3274.6,104,65,own,little,NA,1459,15,Home Appliances,7,1,2,22839,14,Low,4
50,Yes,divorced,Healthcare,no,no,M,Illinois,86,5767.88,92,80,own,little,moderate,882,13,Home Appliances,4,2,95,17196,11,Low,3
41,Yes,single,Artist,unknown,no,F,Massachusetts,75,53306.02,110,64,own,quite rich,moderate,3758,24,Home Appliances,5,5,94,22678,11,Low,3
33,No,married,Marketing,no,no,M,Nebraska,72,3842.82,99,50,rent,moderate,NA,1743,6,business,6,6,48,17739,14,High,2
57,Yes,married,Artist,no,no,F,Texas,117,18838.81,140,75,free,rich,moderate,1136,9,education,2,12,31,32117,,High,5
48,Yes,married,Artist,unknown,no,M,Utah,81,18381.01,111,61,own,little,NA,1236,9,domestic appliances,3,1,50,23869,,Average,4
55,Yes,married,Engineer,no,no,M,Washington,70,1559.32,72,54,own,little,moderate,959,9,Home loan,5,2,24,3930,,Low,6
38,No,married,Lawyer,no,no,F,Washington,55,138784.88,64,34,rent,NA,NA,3229,18,car,5,2,30,3113,,Low,4
38,No,married,Healthcare,no,no,F,Wisconsin,49,103118.04,51,48,own,little,little,6199,12,Home Appliances,2,3,44,2362,3,Low,6
53,No,married,Doctor,no,no,M,Arizona,35,92594.19,53,39,own,quite rich,NA,727,10,education,5,6,87,2670,3,Low,2
43,Yes,single,Engineer,no,no,M,California,79,30450.9,100,78,own,little,moderate,1246,24,car,3,1,89,9321,14,Low,1
36,No,single,Homemaker,no,no,M,California,47,20697.68,80,30,own,NA,NA,2331,12,Home Appliances,2,0,72,13627,7,Low,2
32,No,married,Marketing,no,no,F,California,45,254.5,60,22,own,little,NA,4463,36,Home Appliances,0,3,27,3366,4,Low,4
33,Yes,married,Lawyer,no,no,M,California,85,28233.63,96,80,own,little,NA,776,12,Home Appliances,4,2,40,15101,14,Average,6
58,Yes,married,Healthcare,no,no,F,California,69,23163.29,94,53,free,little,little,2406,30,Home loan,4,1,34,14937,14,Low,5
40,Yes,divorced,Artist,unknown,no,F,California,87,112819.01,98,78,own,NA,moderate,1239,18,education,1,2,28,10085,,Low,2
57,Yes,married,Entertainment,no,no,M,California,72,27961.15,94,58,own,NA,rich,3399,12,Home Appliances,6,2,41,17089,14,Low,4
45,Yes,married,Engineer,no,no,M,California,90,85674.55,123,84,own,little,rich,2247,12,car,6,3,58,23492,10,High,3
42,Yes,married,Entertainment,unknown,no,M,California,74,84084.13,72,56,own,little,NA,1766,6,Home loan,5,2,93,1733,8,Low,6
46,No,married,Artist,no,no,M,California,83,32286.34,115,55,rent,little,little,2473,18,Home loan,4,3,46,22639,11,High,2
36,Yes,married,Healthcare,no,no,M,California,96,7342.23,109,72,own,little,NA,1542,12,business,4,3,98,24638,11,Average,3
41,Yes,married,Artist,no,no,M,Illinois,64,1441016.64,96,60,own,little,NA,3850,18,car,6,0,23,8716,11,Low,5
57,No,divorced,Executive,no,no,F,Massachusetts,50,949.11,65,27,free,little,little,3650,18,Home loan,3,3,61,1505,5,Low,1
49,No,married,Healthcare,unknown,no,M,Nebraska,49,98395.61,57,45,own,little,little,3446,36,Home loan,4,2,6,1666,0,Low,3
56,Yes,divorced,Entertainment,no,no,M,Oregon,103,57385.53,130,89,own,little,moderate,3001,18,Home loan,4,2,5,31883,14,Average,1
37,Yes,married,Artist,no,no,F,Texas,79,15997.41,91,53,own,NA,NA,3079,36,car,4,3,78,5865,12,Low,6
37,Yes,married,Entertainment,no,yes,F,Utah,64,8394.17,105,60,own,little,NA,6070,18,Home Appliances,1,2,35,22170,11,Low,3
46,Yes,single,Lawyer,no,no,M,Washington,71,57048.4,98,75,own,little,NA,2146,10,Home loan,4,3,64,14146,12,Low,1
22,No,single,Doctor,no,no,F,Washington,42,60126.99,69,6,free,NA,NA,13756,60,car,0,0,4,3212,,Low,2
43,No,married,Doctor,no,no,M,Washington,42,18181.91,77,21,own,moderate,moderate,14782,60,vacation/others,7,7,24,6150,8,Low,6
49,Yes,married,Artist,no,no,F,Wisconsin,79,28941.17,72,64,own,little,little,7685,48,business,2,0,3,1844,9,Low,3
41,No,married,Doctor,no,no,M,Arizona,35,43272.64,73,45,rent,little,NA,2320,18,Home Appliances,7,2,62,3338,8,Low,5
38,No,single,Artist,no,no,M,California,66,8451.61,88,53,free,NA,NA,846,7,Home Appliances,2,1,89,18059,10,Average,1
