age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
43,Yes,married,Healthcare,no,no,M,California,496.07,33661.57,81,63,rent,little,little,902,12,education,5,1,58,34516,4,Low,2
44,Yes,married,Entertainment,no,no,M,California,100,1133.27,90,57,own,little,NA,1495,12,car,6,2,23,34516,0,Low,2
35,No,single,Healthcare,unknown,no,M,California,192,4650.59,68,12,free,little,little,10623,30,car,3,3,72,10514,8,Low,3
35,No,single,Healthcare,unknown,yes,M,California,137890,1867210.51,76,11,own,little,NA,1935,12,Home loan,4,1,21,1438.3,0,Low,3
35,Yes,married,Artist,no,no,M,California,500,132699.5,109,65,own,little,moderate,1424,12,domestic appliances,5,1,75,1438.3,2,Low,1
36,Yes,single,Doctor,no,no,F,Illinois,127.8,28710.33,101,61,own,little,little,6568,24,business,5,3,81,2619,0,Low,2
35,No,single,Engineer,unknown,no,M,Massachusetts,200,6130.16,107,32,own,rich,NA,1413,12,car,7,12,10,24407,,Average,4
36,Yes,single,Engineer,no,no,F,Nebraska,5887,46936.18,102,79,own,NA,NA,3074,9,Home Appliances,2,0,93,2377,0,Low,2
55,Yes,divorced,Artist,no,no,M,Texas,88,84.91,99,66,own,NA,NA,3835,36,Home Appliances,2,2,16,34516,2,Low,1
59,No,married,Marketing,no,no,F,Washington,323.72,13279.12,61,50,own,little,little,5293,27,business,3,2,86,11086,3,Low,4
57,No,married,Lawyer,unknown,no,F,Wisconsin,1378,85722.72,105,56,own,little,rich,1908,30,business,2,3,37,11432,0,High,1
39,Yes,married,Doctor,unknown,no,M,Arizona,1131,10.5,113,63,own,NA,NA,3342,36,Home Appliances,3,2,71,13258,1,Average,4
39,No,married,Healthcare,unknown,no,M,California,500,108913.62,65,30,own,NA,moderate,932,6,education,6,2,64,2571,0,Low,3
30,Yes,single,Doctor,no,no,F,California,15,5117.84,119,82,own,little,little,3104,18,business,3,3,6,5781,0,Average,2
30,No,single,Doctor,no,yes,M,California,100,21457.34,109,41,own,little,rich,3913,36,Home Appliances,4,2,92,7872,,Average,2
50,No,married,Executive,unknown,no,M,California,200,17920.6,109,64,rent,little,little,3021,24,Home loan,3,3,29,34516,,High,2
40,Yes,married,,no,no,M,California,518,45812.85,103,50,own,little,NA,1364,10,car,3,1,34,11127,0,Low,1
35,,married,Artist,no,no,M,Illinois,203.12,5795.3,75,,own,little,moderate,625,12,Home Appliances,7,1,13,1857,0,Low,3
43,Yes,married,Engineer,unknown,no,M,Massachusetts,1294,76385.67,119,63,rent,NA,little,1200,12,education,7,2,92,1913,0,Average,2
36,Yes,single,Artist,unknown,no,M,Nebraska,4000,1730.3,102,62,own,little,NA,707,12,Home Appliances,3,2,43,3839,7,Low,3
46,No,married,Healthcare,unknown,no,F,Texas,1119,16431.3,61,50,own,NA,NA,2978,24,business,1,2,35,2115,0,Low,5
40,No,married,Homemaker,no,no,M,Washington,40,2.87,72,45,own,little,NA,4657,15,car,6,3,35,1438.3,8,Low,1
58,No,married,Engineer,no,no,M,Wisconsin,510,26413.93,71,21,own,little,NA,2613,36,repairs,6,2,65,27756,,Low,1
42,Yes,married,Artist,no,no,F,Arizona,1550,801229.49,113,74,own,rich,moderate,10961,48,Home Appliances,5,3,99,1438.3,4,Average,4
35,Yes,single,Healthcare,no,no,M,California,149,5407.86,105,68,free,little,little,7865,12,Home loan,4,0,79,13878,1,Low,4
43,No,married,Marketing,unknown,no,M,California,40,4044.37,73,23,own,little,NA,1478,9,Home Appliances,7,3,76,3106,1,Low,1
45,Yes,married,Healthcare,no,yes,F,California,500,36278.83,103,66,free,little,little,3149,24,Home loan,0,0,77,34516,,Low,2
39,No,married,Lawyer,no,no,M,California,220,344.25,102,57,own,little,rich,4210,36,Home Appliances,4,3,89,1438.3,,High,2
50,No,divorced,Healthcare,no,no,M,California,30,3875.77,82,22,free,quite rich,NA,2507,9,car,4,6,72,18871,0,Low,4
32,Yes,divorced,Lawyer,unknown,no,M,California,200,121747.74,148,91,own,moderate,NA,2141,12,Home Appliances,3,6,8,5207,0,High,2
39,No,married,Healthcare,unknown,no,F,Illinois,4200,40366.35,59,34,own,little,moderate,866,18,Home Appliances,1,1,90,17965,0,Low,4
52,Yes,married,Artist,unknown,no,M,Massachusetts,200,15693.31,88,54,own,little,NA,1544,4,Home Appliances,7,3,83,2733,9,Low,1
44,No,married,Healthcare,no,no,M,Nebraska,3142,44164.97,56,48,own,little,little,1823,24,Home Appliances,6,0,75,8863,0,Low,4
56,No,married,Healthcare,no,no,F,Texas,1219.04,121821.27,51,28,own,NA,moderate,14555,6,car,0,2,18,1857,1,Low,5
48,Yes,married,,no,no,F,Washington,199,167.1,71,56,rent,moderate,moderate,2767,21,business,5,3,27,34516,0,Low,4
33,No,married,Lawyer,unknown,yes,M,Wisconsin,708.05,6209.42,93,64,own,little,NA,1291,12,Home Appliances,3,1,72,11107,1,High,4
43,Yes,married,Artist,unknown,yes,M,Arizona,100,930.8,74,60,own,little,little,2522,30,Home Appliances,4,2,64,21573,1,Low,2
57,No,married,Executive,no,no,M,California,2000,25296.5,119,54,own,NA,little,915,24,car,7,1,67,2859,1,High,5
36,Yes,single,Artist,no,no,F,California,800,20422.76,125,78,own,little,NA,1595,6,Home Appliances,2,0,43,5269,0,Average,3
34,Yes,married,Healthcare,no,no,F,California,1000,15147.88,135,73,free,little,little,4605,48,car,3,4,57,1438.3,1,High,4
34,Yes,single,Artist,no,no,F,California,460,2257.58,123,87,own,little,NA,1185,12,business,0,0,17,3387,0,Average,6
30,Yes,married,Artist,unknown,no,M,California,4478,5724.5,80,70,own,quite rich,NA,3447,12,education,6,7,39,1982,0,Low,4
33,Yes,divorced,Entertainment,no,no,F,California,47290,78122.46,96,79,own,little,NA,1258,24,business,5,2,0,4645,7,Low,2
32,No,single,Doctor,no,no,F,California,25000,324551.5,67,6,own,little,NA,717,12,Home Appliances,4,3,29,2189,1,Low,3
36,Yes,single,Artist,no,no,M,Illinois,53000,362200.72,108,78,rent,moderate,NA,1204,6,car,4,8,21,2442,1,Low,2
36,Yes,single,Artist,no,yes,F,Massachusetts,35,41268.37,99,73,own,little,rich,1925,24,Home loan,2,1,5,21304,1,Low,2
33,No,single,Engineer,no,no,F,Nebraska,100,22802.23,76,9,rent,little,NA,433,18,Home Appliances,5,0,79,7577,0,Low,5
40,No,divorced,Engineer,no,no,M,Texas,100,13996.1,87,25,own,rich,little,666,6,car,6,9,64,3234,1,Low,
41,Yes,married,Doctor,no,no,F,Washington,1595,48587.19,98,64,own,little,rich,2251,12,Home loan,0,1,92,4469,8,Low,1
51,No,married,Artist,no,no,M,Wisconsin,283,174684.91,90,59,own,little,moderate,2150,30,car,7,1,72,2910,,Average,4
36,Yes,married,Lawyer,no,no,F,Arizona,68,7948.27,131,84,own,moderate,NA,4151,24,Home loan,7,4,71,3616,1,High,3
28,No,married,Engineer,no,no,M,California,3034.5,155684.44,61,40,own,NA,moderate,2030,9,Home loan,6,3,19,3252,1,Low,4
53,No,married,Lawyer,no,yes,F,California,110,17555.91,99,50,own,NA,moderate,7418,60,Home Appliances,0,0,63,2358,0,Average,2
58,No,married,Executive,unknown,no,F,California,10,168034.54,61,42,own,little,NA,2684,24,Home Appliances,3,2,48,22322,,Low,1
45,No,married,Homemaker,no,yes,F,California,2870,4459.73,62,46,free,little,little,2149,12,Home Appliances,3,0,87,3133,11,Low,
43,Yes,married,Artist,no,no,M,California,259,9236.65,76,57,own,moderate,NA,3812,15,car,5,6,66,3540,8,Low,3
33,No,married,Executive,no,yes,M,California,1128.37,13592.65,120,51,own,moderate,NA,1154,11,Home Appliances,5,4,89,6990,0,High,4
33,Yes,married,Artist,no,yes,M,California,2200,134969.65,92,71,own,little,little,1657,12,Home loan,5,2,62,34516,6,Average,3
27,Yes,single,Doctor,no,unknown,M,Illinois,330,7967.47,106,68,own,little,little,1603,24,Home Appliances,2,1,31,1438.3,1,Low,
42,No,married,Lawyer,no,no,M,Massachusetts,201,444234.73,110,67,free,little,little,5302,18,car,5,2,25,24396,1,High,3
43,No,divorced,Engineer,no,no,M,Nebraska,30990,16369.59,61,12,free,little,NA,2748,12,education,2,1,46,2474,,Low,4
42,No,married,Homemaker,no,no,F,Texas,899,9158.59,67,37,own,little,NA,1231,10,car,5,0,32,5214,1,Low,7
27,No,single,Entertainment,no,no,M,Washington,110,1318.31,129,76,own,little,moderate,802,15,Home Appliances,4,3,79,5207,2,High,2
34,Yes,single,Artist,no,no,M,Wisconsin,500,1629.89,105,72,own,NA,NA,6304,36,business,3,3,93,9512,1,Low,1
31,Yes,single,Artist,unknown,no,F,Arizona,4740,7211.41,122,76,own,little,NA,1533,24,Home Appliances,0,3,98,3187,0,Average,3
54,Yes,divorced,Entertainment,no,no,M,California,200,17146.97,96,78,own,little,little,8978,14,car,2,1,49,3353,6,Low,6
40,Yes,married,Artist,unknown,no,F,California,1735,31369.53,109,63,own,NA,NA,999,24,Home Appliances,0,1,98,2290,1,Low,2
52,Yes,married,Entertainment,unknown,no,M,California,327,10266.36,101,59,own,NA,NA,2662,18,car,3,2,51,5279,0,Low,4
47,Yes,divorced,Doctor,no,no,M,California,6652.72,1426.19,109,62,rent,quite rich,NA,1402,12,Home loan,7,5,66,23603,0,Low,3
49,No,married,Entertainment,unknown,no,M,California,412.65,10016.68,104,61,free,NA,moderate,12169,48,car,4,0,21,2601,0,High,3
32,Yes,single,Artist,no,no,M,California,42,394220.21,99,63,own,little,moderate,3060,48,Home Appliances,3,0,44,6363,0,Low,2
49,Yes,single,Artist,unknown,yes,M,California,128,16475.24,104,79,own,little,little,11998,30,repairs,3,3,4,8029,1,Average,2
50,Yes,married,Lawyer,unknown,no,F,Illinois,722,56450.72,132,78,own,little,NA,2697,9,Home Appliances,2,4,81,2410,1,High,2
34,Yes,married,Executive,no,no,F,Massachusetts,1488,56736.02,134,83,own,little,NA,2404,18,Home Appliances,2,3,51,3401,7,High,4
55,Yes,married,Artist,unknown,no,F,Nebraska,50,4341.39,95,68,own,NA,little,1262,12,Home loan,1,0,47,2260,1,Low,1
47,No,single,Engineer,no,no,M,Texas,200,181.22,78,17,own,little,NA,4611,6,Home loan,3,3,26,17682,9,Low,3
51,No,married,Healthcare,no,no,F,Washington,1300,46278.49,65,49,rent,moderate,NA,1901,24,Home Appliances,5,3,17,4206,3,Low,3
47,Yes,married,Executive,no,no,M,Wisconsin,610,38506.22,105,60,rent,rich,NA,3368,15,car,3,8,39,34516,1,Average,4
56,Yes,married,Marketing,no,no,F,Arizona,655,28012.42,138,83,own,little,NA,1574,12,Home loan,4,3,81,23018,1,High,2
53,Yes,married,Artist,no,no,M,California,1203,100780.55,90,71,own,NA,rich,1445,18,Home Appliances,4,3,95,5556,1,Average,3
36,Yes,married,Artist,no,no,F,California,600,36724.28,105,66,own,NA,NA,1520,15,Home loan,0,0,88,6094,1,Low,2
42,Yes,divorced,Healthcare,no,no,M,California,18,78479.33,103,65,own,moderate,moderate,3878,24,car,3,6,29,2939,0,Low,1
44,Yes,divorced,Artist,no,no,M,California,1720,28185.38,106,65,own,little,little,10722,47,car,4,0,46,5362,0,Low,1
39,Yes,married,Entertainment,no,no,M,California,1150,8585.51,91,61,own,little,little,4788,48,car,7,1,0,27126,1,Low,1
37,Yes,single,Healthcare,no,yes,M,California,2647,462.12,91,80,free,moderate,moderate,7582,48,vacation/others,7,8,92,3342,1,Low,2
60,No,married,Marketing,unknown,no,M,California,567,390.04,80,31,own,little,moderate,1092,12,Home Appliances,4,3,63,2532,0,Low,1
36,Yes,married,Engineer,no,no,F,California,1000,71403.21,115,62,own,little,little,1024,24,Home Appliances,3,1,45,1900,1,Average,3
42,,divorced,Entertainment,no,no,M,Illinois,11364,52608.41,92,,own,little,NA,1076,12,business,3,3,46,14546,,Low,1
31,No,married,Doctor,no,yes,M,Massachusetts,350,30809.31,70,37,rent,little,moderate,9398,36,car,4,3,43,2521,1,Low,3
53,No,divorced,Artist,unknown,yes,M,Nebraska,1890,25419.25,73,2,free,little,little,6419,24,car,3,0,65,16427,,Low,8
45,No,married,Engineer,no,no,F,Texas,50,184680.72,56,49,free,little,rich,4796,42,car,2,1,56,13068,0,Low,4
37,No,single,Entertainment,no,no,M,Washington,1000,7486.12,63,1,own,NA,NA,7629,48,business,2,2,61,23218,0,Low,2
47,Yes,married,Executive,no,no,M,Washington,634.12,63.58,119,89,own,little,moderate,9960,48,Home loan,4,1,45,3281,1,High,3
49,No,divorced,Engineer,no,yes,F,Wisconsin,1423,82130.58,71,26,rent,NA,NA,4675,12,car,5,3,66,3096,1,Low,3
36,No,married,Doctor,no,no,M,Arizona,1870,32511.6,58,42,own,NA,NA,1287,10,car,7,1,46,2052,1,Low,2
35,Yes,divorced,Artist,no,no,M,California,50,7336.76,141,92,own,little,NA,2515,18,Home loan,3,3,92,1438.3,3,High,3
38,Yes,married,Entertainment,unknown,no,M,California,2968,60659.23,104,80,own,rich,moderate,2745,21,Home loan,4,9,54,9432,7,Average,2
38,Yes,single,Entertainment,unknown,no,F,California,620,25471.44,119,70,own,little,NA,672,6,car,0,1,46,14938,,Average,3
50,Yes,divorced,Healthcare,unknown,yes,M,California,699,72118.89,104,67,own,little,moderate,3804,36,Home Appliances,2,0,6,2221,,Low,2
59,Yes,married,Healthcare,unknown,no,M,California,2400,133.8,73,66,own,NA,rich,1344,24,car,5,3,3,5731,1,Low,3
43,No,married,Healthcare,no,no,M,California,357,150501.26,51,23,own,little,little,1038,10,car,3,3,61,34516,1,Low,2
42,Yes,married,Lawyer,no,no,M,California,21060,951.07,125,75,free,quite rich,NA,10127,48,car,10,7,27,6985,0,High,2
40,Yes,married,Marketing,unknown,no,M,California,45,5393.9,111,87,own,rich,NA,1543,6,Home loan,4,10,77,24221,,High,2
46,Yes,married,Artist,unknown,no,M,Illinois,550,96798.63,117,69,own,NA,NA,4811,30,car,4,0,85,15439,4,Average,2
57,No,divorced,Doctor,no,yes,M,Massachusetts,969,5950.17,84,58,own,moderate,little,727,12,Home Appliances,4,6,100,21637,0,Average,2
42,No,married,Engineer,no,no,M,Nebraska,30,9464.85,102,50,free,little,moderate,1237,8,Home loan,3,1,100,14543,8,Average,4
41,No,married,Engineer,no,no,M,Texas,50,342.98,86,54,free,little,moderate,276,9,car,3,0,12,9684,,Average,4
54,No,divorced,Executive,no,no,F,Utah,94,2540.13,78,14,free,NA,moderate,5381,48,vacation/others,3,1,86,5007,3,Low,
27,Yes,single,Engineer,no,no,F,Washington,400,17907.01,121,70,own,moderate,NA,5511,24,Home loan,1,5,23,1616,0,Average,4
36,No,married,Lawyer,no,no,M,Washington,221.75,9.57,56,43,rent,little,rich,3749,24,Home loan,5,0,54,19116,,Low,1
58,No,married,Executive,unknown,no,M,Wisconsin,36500,137410.23,115,61,own,little,moderate,685,12,car,6,0,63,2759,0,High,4
40,No,married,Doctor,unknown,no,F,Arizona,25,812.53,74,34,own,NA,rich,1494,4,car,2,0,66,8249,6,Low,3
34,Yes,single,Lawyer,unknown,no,M,California,865,177950.63,106,73,rent,little,little,2746,36,Home loan,3,1,16,14041,0,Low,2
33,No,divorced,Homemaker,no,no,M,California,695,5802.91,74,13,rent,little,little,708,12,Home loan,4,2,99,5264,0,Low,4
56,Yes,married,Artist,no,no,M,California,50,6090.05,72,59,own,NA,moderate,4351,24,Home loan,7,2,49,2420,5,Low,2
42,No,married,Marketing,no,no,M,California,600,17761.95,56,48,own,little,NA,701,12,education,5,1,24,2826,0,Low,1
43,No,married,Healthcare,no,no,F,California,550,9643.67,65,34,rent,little,little,3643,15,Home loan,3,3,85,12518,0,Low,4
54,Yes,single,Engineer,no,no,M,California,2299,43114.86,129,99,own,little,moderate,4249,30,car,3,1,66,5876,4,High,2
53,Yes,single,Lawyer,no,yes,M,California,222,176012.36,97,68,own,little,little,1938,24,Home Appliances,2,3,53,34516,13,Low,1
42,No,single,Healthcare,no,no,M,California,2249,10498.91,72,16,own,little,little,2910,24,car,4,0,12,9648,,Low,4
40,Yes,married,Doctor,unknown,no,F,California,999,179659.4,73,66,free,rich,little,2659,18,Home loan,4,2,8,34516,6,Low,1
54,Yes,married,Artist,no,yes,M,California,1512.75,541701.53,93,62,own,little,NA,1028,18,car,5,0,20,3025,4,Low,1
40,Yes,single,Artist,no,no,M,California,500,161886.6,92,74,own,little,little,3398,8,car,2,3,95,3265,3,Low,1
26,No,single,Engineer,no,no,M,Illinois,145,21700.36,88,12,rent,NA,NA,5801,12,Home loan,2,0,70,6041,7,Low,1
33,No,married,Engineer,no,no,F,Massachusetts,343,9372.35,70,41,rent,rich,NA,1525,24,car,2,2,50,2293,4,Average,2
35,Yes,married,Healthcare,unknown,no,F,Nebraska,6129,55878.83,105,58,own,little,rich,4473,36,Home Appliances,2,3,25,13399,1,Low,5
36,Yes,married,Artist,no,no,M,Texas,50,32.83,105,72,own,little,moderate,1068,6,Home Appliances,5,3,20,4317,2,Average,3
29,Yes,single,Engineer,no,no,M,Utah,100,9.68,103,87,own,little,little,6615,24,car,4,2,60,3378,0,Average,4
36,No,married,Engineer,no,no,M,Washington,465,42734.8,74,49,own,moderate,NA,1864,18,education,7,7,41,5012,,Low,4
35,No,married,Healthcare,no,no,M,Washington,200,22.81,65,50,rent,moderate,moderate,7408,60,car,10,4,11,2569,0,Low,5
50,Yes,single,Artist,no,yes,M,Wisconsin,2821,111181.72,102,88,own,moderate,NA,11590,48,car,5,6,73,3471,0,Average,4
46,Yes,married,Entertainment,unknown,no,M,Arizona,50,11162.85,90,51,own,little,little,4110,24,Home loan,5,2,48,34516,10,Low,2
49,No,married,Healthcare,no,no,M,California,800,42160.52,77,39,own,little,little,3384,6,Home loan,5,3,27,3312,8,Low,3
42,No,single,Healthcare,unknown,no,M,California,1378,624345.66,83,18,own,little,moderate,2101,13,Home Appliances,3,2,65,2578,1,Low,5
36,Yes,single,Healthcare,no,yes,M,California,6458,645317.85,98,72,own,NA,little,1275,15,domestic appliances,2,1,68,2902,0,Low,2
55,Yes,married,Doctor,unknown,no,M,California,211,88207.21,92,66,rent,little,little,4169,24,Home loan,3,1,69,2742,14,Low,1
41,Yes,married,Artist,unknown,no,M,California,232,6826.87,108,71,own,little,moderate,1521,10,Home loan,6,0,34,2077,8,Average,2
57,Yes,married,Artist,unknown,no,M,California,216,13630.73,81,51,own,little,moderate,5743,24,education,4,0,73,6265,3,Low,1
32,No,single,Entertainment,no,no,M,California,200,2643.71,85,50,free,little,little,3599,21,Home loan,2,3,71,7819,1,Average,4
49,No,married,Artist,no,no,F,California,75,54843.8,80,40,own,quite rich,moderate,3213,18,Home Appliances,0,3,39,2731,0,Low,1
57,Yes,married,Engineer,unknown,no,F,California,300,30858.02,94,63,own,little,moderate,4439,18,business,0,3,21,1438.3,1,Low,1
58,No,divorced,Healthcare,no,no,F,California,50,6752.89,85,24,own,little,rich,3949,10,car,0,3,76,16286,1,Low,8
52,Yes,married,Lawyer,no,no,M,California,21,3274.6,104,65,own,little,NA,1459,15,Home Appliances,7,1,2,34516,0,Low,3
50,Yes,divorced,Healthcare,no,no,M,Illinois,28,5767.88,92,80,own,little,moderate,882,13,Home Appliances,4,2,95,2609,9,Low,1
41,Yes,single,Artist,unknown,no,F,Massachusetts,5000,53306.02,110,64,own,quite rich,moderate,3758,24,Home Appliances,5,5,94,7567,9,Low,1
33,No,married,Marketing,no,no,M,Nebraska,250,3842.82,99,50,rent,moderate,NA,1743,6,business,6,6,48,22770,2,High,5
57,Yes,married,Artist,no,no,F,Texas,1200,18838.81,140,75,free,rich,moderate,1136,9,education,2,12,31,3791,,High,4
48,Yes,married,Artist,unknown,no,M,Utah,100,18381.01,111,61,own,little,NA,1236,9,domestic appliances,3,1,50,2702,,Average,4
55,Yes,married,Engineer,no,no,M,Washington,2600,1559.32,72,54,own,little,moderate,959,9,Home loan,5,2,24,2555,,Low,1
38,No,married,Lawyer,no,no,F,Washington,750,138784.88,64,34,rent,NA,NA,3229,18,car,5,2,30,2355,,Low,
38,No,married,Healthcare,no,no,F,Wisconsin,498,103118.04,51,48,own,little,little,6199,12,Home Appliances,2,3,44,5332,1,Low,3
53,No,married,Doctor,no,no,M,Arizona,337,92594.19,53,39,own,quite rich,NA,727,10,education,5,6,87,1443,0,Low,1
43,Yes,single,Engineer,no,no,M,California,2000,30450.9,100,78,own,little,moderate,1246,24,car,3,1,89,10741,8,Low,1
36,No,single,Homemaker,no,no,M,California,285,20697.68,80,30,own,NA,NA,2331,12,Home Appliances,2,0,72,7984,0,Low,4
32,No,married,Marketing,no,no,F,California,96,254.5,60,22,own,little,NA,4463,36,Home Appliances,0,3,27,18584,0,Low,5
33,Yes,married,Lawyer,no,no,M,California,275,28233.63,96,80,own,little,NA,776,12,Home Appliances,4,2,40,5585,1,Average,3
58,Yes,married,Healthcare,no,no,F,California,652,23163.29,94,53,free,little,little,2406,30,Home loan,4,1,34,34516,3,Low,3
40,Yes,divorced,Artist,unknown,no,F,California,1168,112819.01,98,78,own,NA,moderate,1239,18,education,1,2,28,1438.3,,Low,3
57,Yes,married,Entertainment,no,no,M,California,1483.16,27961.15,94,58,own,NA,rich,3399,12,Home Appliances,6,2,41,2478,1,Low,2
45,Yes,married,Engineer,no,no,M,California,644.3,85674.55,123,84,own,little,rich,2247,12,car,6,3,58,34516,4,High,3
42,Yes,married,Entertainment,unknown,no,M,California,2605,84084.13,72,56,own,little,NA,1766,6,Home loan,5,2,93,2339,1,Low,2
46,No,married,Artist,no,no,M,California,1984,32286.34,115,55,rent,little,little,2473,18,Home loan,4,3,46,2726,1,High,2
36,Yes,married,Healthcare,no,no,M,California,2187,7342.23,109,72,own,little,NA,1542,12,business,4,3,98,14881,0,Average,2
41,Yes,married,Artist,no,no,M,Illinois,60000,1441016.64,96,60,own,little,NA,3850,18,car,6,0,23,1628,1,Low,1
57,No,divorced,Executive,no,no,F,Massachusetts,337.34,949.11,65,27,free,little,little,3650,18,Home loan,3,3,61,3156,12,Low,3
49,No,married,Healthcare,unknown,no,M,Nebraska,4592,98395.61,57,45,own,little,little,3446,36,Home loan,4,2,6,4745,9,Low,5
56,Yes,divorced,Entertainment,no,no,M,Oregon,28,57385.53,130,89,own,little,moderate,3001,18,Home loan,4,2,5,19727,1,Average,5
37,Yes,married,Artist,no,no,F,Texas,100,15997.41,91,53,own,NA,NA,3079,36,car,4,3,78,22720,8,Low,1
37,Yes,married,Entertainment,no,yes,F,Utah,103,8394.17,105,60,own,little,NA,6070,18,Home Appliances,1,2,35,8129,1,Low,2
46,Yes,single,Lawyer,no,no,M,Washington,3000,57048.4,98,75,own,little,NA,2146,10,Home loan,4,3,64,3751,2,Low,1
22,No,single,Doctor,no,no,F,Washington,1048,60126.99,69,6,free,NA,NA,13756,60,car,0,0,4,1594,,Low,4
43,No,married,Doctor,no,no,M,Washington,708,18181.91,77,21,own,moderate,moderate,14782,60,vacation/others,7,7,24,2569,6,Low,4
49,Yes,married,Artist,no,no,F,Wisconsin,990,28941.17,72,64,own,little,little,7685,48,business,2,0,3,18206,8,Low,1
